Token	POS-Tag	OOV	Id	Index	Documento
nacional	ADJ	0	6	33	A produção de veículos elétricos no país ganhou um novo incentivo fiscal com a redução do IPI para montadoras que utilizarem componentes fabricados localmente . A medida visa fortalecer a cadeia de suprimentos nacional .
.	PUNCT	0	6	34	A produção de veículos elétricos no país ganhou um novo incentivo fiscal com a redução do IPI para montadoras que utilizarem componentes fabricados localmente . A medida visa fortalecer a cadeia de suprimentos nacional .
A	DET	0	7	0	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
indústria	NOUN	0	7	1	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
química	ADJ	0	7	2	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
registrou	VERB	0	7	3	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
uma	DET	0	7	4	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
queda	NOUN	0	7	5	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
de	ADP	0	7	6	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
2	NUM	0	7	7	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
%	SYM	0	7	8	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
no	ADP	0	7	9	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
faturamento	NOUN	1	7	10	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
devido	ADV	0	7	11	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
ao	ADP	0	7	12	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
aumento	NOUN	0	7	13	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
dos	ADP	0	7	14	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
custos	NOUN	0	7	15	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
das	ADP	0	7	16	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
matérias-primas	NOUN	1	7	17	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
importadas	VERB	1	7	18	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
.	PUNCT	0	7	19	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
O	DET	0	7	20	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
setor	NOUN	0	7	21	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
busca	VERB	0	7	22	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
alternativas	NOUN	0	7	23	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
locais	ADJ	0	7	24	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
para	ADP	0	7	25	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
o	DET	0	7	26	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
fornecimento	NOUN	0	7	27	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
de	ADP	0	7	28	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
insumos	NOUN	1	7	29	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
básicos	ADJ	0	7	30	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
.	PUNCT	0	7	31	A indústria química registrou uma queda de 2 % no faturamento devido ao aumento dos custos das matérias-primas importadas . O setor busca alternativas locais para o fornecimento de insumos básicos .
Uma	DET	0	8	0	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
multinacional	NOUN	1	8	1	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
de	ADP	0	8	2	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
máquinas	NOUN	0	8	3	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
agrícolas	ADJ	0	8	4	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
inaugurou	VERB	0	8	5	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
uma	DET	0	8	6	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
nova	ADJ	0	8	7	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
ala	NOUN	0	8	8	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
de	ADP	0	8	9	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
montagem	NOUN	0	8	10	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
no	ADP	0	8	11	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
Rio	PROPN	0	8	12	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
Grande	PROPN	0	8	13	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
do	ADP	0	8	14	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
Sul	PROPN	0	8	15	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
.	PUNCT	0	8	16	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
O	DET	0	8	17	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
projeto	NOUN	0	8	18	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
gerou	VERB	0	8	19	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
trezentos	NUM	1	8	20	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
novos	ADJ	0	8	21	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
empregos	NOUN	0	8	22	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
diretos	ADJ	0	8	23	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
e	CCONJ	0	8	24	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
pretende	VERB	0	8	25	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
abastecer	VERB	1	8	26	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
o	DET	0	8	27	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
mercado	NOUN	0	8	28	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
da	ADP	0	8	29	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
América	PROPN	0	8	30	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
Latina	PROPN	0	8	31	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
.	PUNCT	0	8	32	Uma multinacional de máquinas agrícolas inaugurou uma nova ala de montagem no Rio Grande do Sul . O projeto gerou trezentos novos empregos diretos e pretende abastecer o mercado da América Latina .
O	DET	0	9	0	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
consumo	NOUN	0	9	1	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
de	ADP	0	9	2	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
energia	NOUN	0	9	3	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
elétrica	ADJ	0	9	4	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
na	ADP	0	9	5	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
indústria	NOUN	0	9	6	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
cresceu	VERB	0	9	7	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
pelo	ADP	0	9	8	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
quarto	ADJ	0	9	9	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
mês	NOUN	0	9	10	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
consecutivo	ADJ	0	9	11	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
,	PUNCT	0	9	12	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
sinalizando	VERB	1	9	13	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
uma	DET	0	9	14	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
retomada	NOUN	0	9	15	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
firme	ADJ	0	9	16	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
das	ADP	0	9	17	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
atividades	NOUN	0	9	18	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
fabris	ADJ	1	9	19	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
após	ADP	0	9	20	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
o	DET	0	9	21	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
período	NOUN	0	9	22	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
de	ADP	0	9	23	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
manutenção	NOUN	0	9	24	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
programada	VERB	1	9	25	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
das	ADP	0	9	26	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
grandes	ADJ	0	9	27	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
usinas	NOUN	0	9	28	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
.	PUNCT	0	9	29	O consumo de energia elétrica na indústria cresceu pelo quarto mês consecutivo , sinalizando uma retomada firme das atividades fabris após o período de manutenção programada das grandes usinas .
Consórcios	NOUN	1	10	0	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
de	ADP	0	10	1	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
empresas	NOUN	0	10	2	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
privadas	ADJ	0	10	3	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
fecharam	VERB	1	10	4	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
parcerias	NOUN	0	10	5	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
com	ADP	0	10	6	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
universidades	NOUN	0	10	7	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
para	SCONJ	0	10	8	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
criar	VERB	0	10	9	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
centros	NOUN	0	10	10	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
de	ADP	0	10	11	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
pesquisa	NOUN	0	10	12	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
voltados	VERB	0	10	13	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
para	ADP	0	10	14	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
a	DET	0	10	15	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
descarbonização	NOUN	1	10	16	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
industrial	ADJ	0	10	17	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
.	PUNCT	0	10	18	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
O	DET	0	10	19	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
foco	NOUN	0	10	20	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
inicial	ADJ	0	10	21	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
será	AUX	0	10	22	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
a	DET	0	10	23	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
substituição	NOUN	0	10	24	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
de	ADP	0	10	25	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
combustíveis	NOUN	0	10	26	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
fósseis	ADJ	0	10	27	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
por	ADP	0	10	28	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
hidrogênio	NOUN	0	10	29	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
verde	ADJ	0	10	30	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
.	PUNCT	0	10	31	Consórcios de empresas privadas fecharam parcerias com universidades para criar centros de pesquisa voltados para a descarbonização industrial . O foco inicial será a substituição de combustíveis fósseis por hidrogênio verde .
A	DET	0	11	0	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
produção	NOUN	0	11	1	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
industrial	ADJ	0	11	2	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
de	ADP	0	11	3	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
calçados	NOUN	1	11	4	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
projeta	VERB	1	11	5	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
um	DET	0	11	6	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
crescimento	NOUN	0	11	7	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
de	ADP	0	11	8	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
5	NUM	0	11	9	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
%	SYM	0	11	10	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
para	ADP	0	11	11	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
as	DET	0	11	12	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
vendas	NOUN	0	11	13	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
de	ADP	0	11	14	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
fim	NOUN	0	11	15	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
de	ADP	0	11	16	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
ano	NOUN	0	11	17	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
.	PUNCT	0	11	18	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
O	DET	0	11	19	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
aumento	NOUN	0	11	20	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
da	ADP	0	11	21	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
eficiência	NOUN	0	11	22	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
produtiva	ADJ	1	11	23	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
e	CCONJ	0	11	24	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
o	DET	0	11	25	A produção industrial de calçados projeta um crescimento de 5 % para as vendas de fim de ano . O aumento da eficiência produtiva e o design inovador ajudaram a conquistar novos mercados no exterior .
